framework,source_path,source_sha,source_line,action_family,adapter_id,native_executor_verified,canonical_executor_verified,external_network_required,prior_exclusion_status,deterministic_selection_score,eligible,detail,argument_name,source_compatibility_result,compatibility_scope
OpenAI Agents SDK,examples/sandbox/tutorials/data/dataroom/setup.py,bdadb1aa885219a924934918c4f75bdef77e696e0ec6ec2d57b41342826192ad,16,fanout_fanin,NONE,false,false,unknown,CLEAR,7a4297c11768b040afa4c2e6fa66c6d3f50a0e2ac7e405ed3f4812de26114a42,false,join,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/data/dataroom/setup.py,bdadb1aa885219a924934918c4f75bdef77e696e0ec6ec2d57b41342826192ad,57,fanout_fanin,NONE,false,false,unknown,CLEAR,ce83c6d4a25a2c21e4a0a8d65a464591ac903b3624bb8f797f59c2d8a9fd9b67,false,join,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/dataroom_metric_extract/main.py,51ec0ea25ecf84cd7999b80bf467aaeb3a805b38b93563d7bd775c94308b4a4f,103,conditional_edge,NONE,false,false,unknown,CLEAR,77cee7393fb1df5043164171d53f5a7fc45d7fbb6525129e731793b40f023d53,false,result.final_output is None,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/dataroom_metric_extract/main.py,51ec0ea25ecf84cd7999b80bf467aaeb3a805b38b93563d7bd775c94308b4a4f,111,fanout_fanin,NONE,false,false,unknown,CLEAR,03ed2dfa7d9122e4bee4dab8593bc6b6784f7d4ded6b30645a7202aa8c1c5bb8,false,join,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/dataroom_metric_extract/main.py,51ec0ea25ecf84cd7999b80bf467aaeb3a805b38b93563d7bd775c94308b4a4f,180,state_memory,NONE,false,false,unknown,CLEAR,1afa4c91e7c04666fa984f74ff4e5cf675581f8dc321b55381c70a358f13a9ea,false,create_sandbox_client_and_session,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/dataroom_metric_extract/main.py,51ec0ea25ecf84cd7999b80bf467aaeb3a805b38b93563d7bd775c94308b4a4f,217,conditional_edge,NONE,false,false,unknown,CLEAR,29812e521142c9c45b3a220a4881af25651b29db1146b27847a430a28938f168,false,extracted_metrics is None,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/dataroom_metric_extract/main.py,51ec0ea25ecf84cd7999b80bf467aaeb3a805b38b93563d7bd775c94308b4a4f,228,conditional_edge,NONE,false,false,unknown,CLEAR,2e6fb758fa0e00c7da6c2716c189146ed19172eb237a96a283201ed30afabd69,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/dataroom_qa/main.py,c940dcfa55b0de46e483ae811354ac512528373ff9017686a6d2b55266d3aea7,81,state_memory,NONE,false,false,unknown,CLEAR,c28e77bc5cbb5bdfeb9e6eded29abaadc458e77520ec985412da9e5bdd0243aa,false,create_sandbox_client_and_session,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/dataroom_qa/main.py,c940dcfa55b0de46e483ae811354ac512528373ff9017686a6d2b55266d3aea7,115,conditional_edge,NONE,false,false,unknown,CLEAR,82d636f2872ef604900a86b1821622e140f5e85fd102732412bed8ea73626aff,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/misc.py,1037dc5cd20df9d6b797b3a84a8b3fc4df15814b2683e88704bd4953f1d4a12a,175,fanout_fanin,NONE,false,false,unknown,CLEAR,7fd8fb42cb04bc672c9d654c1db4942f7fc28955ae5deda5841deb363bae8afa,false,join,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/misc.py,1037dc5cd20df9d6b797b3a84a8b3fc4df15814b2683e88704bd4953f1d4a12a,250,loop,NONE,false,false,unknown,CLEAR,185a57a05972685503c54c3f3a8bdb8b620d5a1cced7d649658aa250606349c4,false,While,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/misc.py,1037dc5cd20df9d6b797b3a84a8b3fc4df15814b2683e88704bd4953f1d4a12a,279,conditional_edge,NONE,false,false,unknown,CLEAR,df1c1659e1c654be3161be6929488ca7ce87f185c869d7cabe226212638c26d0,false,"isinstance(event, AgentUpdatedStreamEvent)",,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/misc.py,1037dc5cd20df9d6b797b3a84a8b3fc4df15814b2683e88704bd4953f1d4a12a,306,conditional_edge,NONE,false,false,unknown,CLEAR,34134bf069cf78928400b9592c7bd4bc1e79d1e89f8704f64ccb47f1f12b7669,false,tool_name == 'exec_command',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/repo_code_review/evals.py,cca1e208b954b7f5a4e64b9cbb09e4973f44626068d9f9d9fbe76a22c0866b75,37,conditional_edge,NONE,false,false,unknown,CLEAR,10e69faa9f44087c7e3b0f8cbb3feeec3430ab0213a14894377558992de37491,false,'nox' not in workflow_words,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/repo_code_review/evals.py,cca1e208b954b7f5a4e64b9cbb09e4973f44626068d9f9d9fbe76a22c0866b75,39,conditional_edge,NONE,false,false,unknown,CLEAR,e1e0fa0cea6bc0b21042714c0e9b4cfd0109390b3ecc8bff515a3e0c1b749fdc,false,"not {'uv', 'pip', 'install', 'project', 'test'} & workflow_words",,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/repo_code_review/main.py,74f6a7b16f60f39e45b2c94623761fa3b94e5ea4bf28945a460d449b7c81ec9f,90,fanout_fanin,NONE,false,false,unknown,CLEAR,3c6af9d2376c74c5d8ffa4bfa1453d84464322cbbee6b86102b12d6e6d623745,false,join,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/repo_code_review/main.py,74f6a7b16f60f39e45b2c94623761fa3b94e5ea4bf28945a460d449b7c81ec9f,117,state_memory,NONE,false,false,unknown,CLEAR,70a13ddbbd1bde8b5bd2d4ae06f3083c2844a16147b843de8785396583efb6c5,false,create_sandbox_client_and_session,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/repo_code_review/main.py,74f6a7b16f60f39e45b2c94623761fa3b94e5ea4bf28945a460d449b7c81ec9f,136,conditional_edge,NONE,false,false,unknown,CLEAR,9640f95e390a2a32f74d707e121bf1a9048a996a706f349eaa32089fae119c07,false,result.final_output is None,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/repo_code_review/main.py,74f6a7b16f60f39e45b2c94623761fa3b94e5ea4bf28945a460d449b7c81ec9f,147,conditional_edge,NONE,false,false,unknown,CLEAR,292f6fc83c4e9d0a984aa833288e30e0eb59e5aa96db63856db5eda71979f236,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/sandbox_resume/main.py,2fdec11b561c17f21b6c50b0696ca7bc0dc020b2949dbc6cb93ba8408f772a9a,73,state_memory,NONE,false,false,unknown,CLEAR,530e1b7ed84af8b2df59cd9187cb60b2e1bfff3e872f5c639bf7acd48a0f1c22,false,create_sandbox_client_and_session,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/sandbox_resume/main.py,2fdec11b561c17f21b6c50b0696ca7bc0dc020b2949dbc6cb93ba8408f772a9a,94,state_memory,NONE,false,false,unknown,CLEAR,0404167efb2a5c1fb12fa3a6c6c405fc20ca77cc5bbb408f9d42e78e167ae028,false,client.deserialize_session_state,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/sandbox_resume/main.py,2fdec11b561c17f21b6c50b0696ca7bc0dc020b2949dbc6cb93ba8408f772a9a,95,state_memory,NONE,false,false,unknown,CLEAR,4d10a850910198809f0603369c649b45406fef83ca36590a5271d2986d115774,false,client.serialize_session_state,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/sandbox_resume/main.py,2fdec11b561c17f21b6c50b0696ca7bc0dc020b2949dbc6cb93ba8408f772a9a,99,hitl_resume,NONE,false,false,unknown,CLEAR,70de33f1b62e3616bf998a339bab0f22430de49d4dfec10ae613b24d83df9de8,false,client.resume,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/sandbox_resume/main.py,2fdec11b561c17f21b6c50b0696ca7bc0dc020b2949dbc6cb93ba8408f772a9a,119,conditional_edge,NONE,false,false,unknown,CLEAR,be76a706b7b437979b225d9f8598f0f29ec60f7516e61090e10ba04955971e55,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/vision_website_clone/main.py,99010a0d7f7d0122ab23cd29f064c3dcb3650e90066b5a860c595c714155669c,122,state_memory,NONE,false,false,unknown,CLEAR,762cbaa8e55e4f457574d7515267ce37718b6d35f073306e55d0e55a6ed55d88,false,session.normalize_path,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/vision_website_clone/main.py,99010a0d7f7d0122ab23cd29f064c3dcb3650e90066b5a860c595c714155669c,126,loop,NONE,false,false,unknown,CLEAR,8bd30c06c25101f73c5d1f0e80d6f3d1ee3b9d1c6d87bc42dfe5488556c55cd4,false,While,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/vision_website_clone/main.py,99010a0d7f7d0122ab23cd29f064c3dcb3650e90066b5a860c595c714155669c,128,loop,NONE,false,false,unknown,CLEAR,c2ef56db215485bf1945cdba73cf63957f7badae097b5124ed0922ddc0f05277,false,For,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/vision_website_clone/main.py,99010a0d7f7d0122ab23cd29f064c3dcb3650e90066b5a860c595c714155669c,138,state_memory,NONE,false,false,unknown,CLEAR,4ad6a73e70a5eb3a05ecf72960be5f38a2c8e56a264ba5249156a1b570d663d6,false,session.read,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/vision_website_clone/main.py,99010a0d7f7d0122ab23cd29f064c3dcb3650e90066b5a860c595c714155669c,162,loop,NONE,false,false,unknown,CLEAR,d0ec14070332d522fd7a0b8c869705083dfaf19331a2d816b654391ae1dfcf11,false,For,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/vision_website_clone/main.py,99010a0d7f7d0122ab23cd29f064c3dcb3650e90066b5a860c595c714155669c,163,state_memory,NONE,false,false,unknown,CLEAR,3b9d16b309eb6ef686be74b152fdcae48b178f587cf4330b68b4d3308b4f5dc4,false,session.normalize_path,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/vision_website_clone/main.py,99010a0d7f7d0122ab23cd29f064c3dcb3650e90066b5a860c595c714155669c,169,state_memory,NONE,false,false,unknown,CLEAR,be4c641fb8fd8025abea4b2deacb6a55af8f7d2875f254d7db778e13815fc167,false,session.read,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/vision_website_clone/main.py,99010a0d7f7d0122ab23cd29f064c3dcb3650e90066b5a860c595c714155669c,187,state_memory,NONE,false,false,unknown,CLEAR,28ace503e1ae4803c51b4f195a0083ca78585cf17bc1b68d954177b02a0c4cb8,false,create_sandbox_client_and_session,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/vision_website_clone/main.py,99010a0d7f7d0122ab23cd29f064c3dcb3650e90066b5a860c595c714155669c,206,conditional_edge,NONE,false,false,unknown,CLEAR,edca67e4287a2f2e270d0df6ca72c1038d2ea6ecf00bc43bc2ede779c18c9d64,false,result.final_output is None,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/vision_website_clone/main.py,99010a0d7f7d0122ab23cd29f064c3dcb3650e90066b5a860c595c714155669c,218,conditional_edge,NONE,false,false,unknown,CLEAR,97128827dc2ea251a3ac663ba85870dafa02a7efd6485aa51ea9a65c94b24d8e,false,not expected_files <= set(copied_files),,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/tutorials/vision_website_clone/main.py,99010a0d7f7d0122ab23cd29f064c3dcb3650e90066b5a860c595c714155669c,229,conditional_edge,NONE,false,false,unknown,CLEAR,9e55dd3f80be4c70fa69e206d47603e5586d30620cee122e05346019a5fce756,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/unix_local_pty.py,51183cc56ce3e50bd0619cf1b233facf7de27f58e5a0cd0c70b358a7f7340831,127,conditional_edge,NONE,false,false,unknown,CLEAR,f90ab6f150ed756b2d176eca680d71ad271f13fde0ad419b394a2312ba194cde,false,event.name == 'tool_called',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/unix_local_pty.py,51183cc56ce3e50bd0619cf1b233facf7de27f58e5a0cd0c70b358a7f7340831,130,conditional_edge,NONE,false,false,unknown,CLEAR,8adfb9a961ad571493c51798a067f58e724ed0e4c4522d4e92726075225a0e1f,false,call_id is not None and tool_name,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/unix_local_pty.py,51183cc56ce3e50bd0619cf1b233facf7de27f58e5a0cd0c70b358a7f7340831,132,conditional_edge,NONE,false,false,unknown,CLEAR,9665ae40198f2b75d655e6d1ecb5fdfcecf2f3bf43226e1fa52a115e7541aaf9,false,tool_name,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/unix_local_pty.py,51183cc56ce3e50bd0619cf1b233facf7de27f58e5a0cd0c70b358a7f7340831,134,conditional_edge,NONE,false,false,unknown,CLEAR,9621493e215d2894af765de35b6476701fb2dd45d2f042cb0daf930260fa3947,false,event.name == 'tool_output',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/unix_local_pty.py,51183cc56ce3e50bd0619cf1b233facf7de27f58e5a0cd0c70b358a7f7340831,137,conditional_edge,NONE,false,false,unknown,CLEAR,b7c854749bc71463cd0ecc93991913bffe7f8e33a9d86af2e1d6eedb5398b4ec,false,output_tool_name,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/unix_local_pty.py,51183cc56ce3e50bd0619cf1b233facf7de27f58e5a0cd0c70b358a7f7340831,150,conditional_edge,NONE,false,false,unknown,CLEAR,4c203de5407644541296c1eb6e7aaff52f817b630d857796c035c6a879f53745,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/unix_local_runner.py,f3f50c64baaa186aa6467e1f02230b2f22ffebcdd75a9532442d0c3c363355a8,118,conditional_edge,NONE,false,false,unknown,CLEAR,f16ab40742a98938854fae3f70c9db0d048c1bf383fa6a0960d7504c25243658,false,payload.read() != b'external grant input\n',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/unix_local_runner.py,f3f50c64baaa186aa6467e1f02230b2f22ffebcdd75a9532442d0c3c363355a8,122,conditional_edge,NONE,false,false,unknown,CLEAR,3ef540e2414543d4ebce26f9bf8041dba531383e4872ba152f8f30b9d7783450,false,sdk_output.read_text(encoding='utf-8') != 'sdk grant output\n',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/unix_local_runner.py,f3f50c64baaa186aa6467e1f02230b2f22ffebcdd75a9532442d0c3c363355a8,124,conditional_edge,NONE,false,false,unknown,CLEAR,8ad23211aa933a411442c33293bb8c192739318820415a5519c9000083ec6c55,false,exec_result.stdout != b'external grant input\n' or exec_result.exit_code != 0,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/unix_local_runner.py,f3f50c64baaa186aa6467e1f02230b2f22ffebcdd75a9532442d0c3c363355a8,126,conditional_edge,NONE,false,false,unknown,CLEAR,188dd374320eac5506263c11f97bed5465e1826d47a66f08474b0a503e368265,false,exec_output.read_text(encoding='utf-8') != 'exec grant output\n',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/unix_local_runner.py,f3f50c64baaa186aa6467e1f02230b2f22ffebcdd75a9532442d0c3c363355a8,177,conditional_edge,NONE,false,false,unknown,CLEAR,e3f6ee9e3d7326d0a4be647c12612bdc74bcc505be1b6fc29d43a68de91c2a68,false,not stream,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/unix_local_runner.py,f3f50c64baaa186aa6467e1f02230b2f22ffebcdd75a9532442d0c3c363355a8,198,conditional_edge,NONE,false,false,unknown,CLEAR,2e8bd93b8a5da5b4abcc2a5028b16c831892662470fcf252169af14e0c94eaf2,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/sandbox/unix_local_runner.py,f3f50c64baaa186aa6467e1f02230b2f22ffebcdd75a9532442d0c3c363355a8,211,conditional_edge,NONE,false,false,unknown,CLEAR,d5b2690120bd630f4f8620ef557c54901a7dd3db75edf8e9e41567907e6dc4d6,false,args.verify_extra_path_grants,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/apply_patch.py,3fb41d2041c013d6e1c9d41b46745e7fb05c6df68c459f7113e87595e6831816,27,hitl_resume,NONE,false,false,unknown,CLEAR,51b914bf6f2320dd11b567ccdcd4f9f6449559f9e86d34d9a81c7c58d4e19fc6,false,self._approved.add,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/apply_patch.py,3fb41d2041c013d6e1c9d41b46745e7fb05c6df68c459f7113e87595e6831816,83,conditional_edge,NONE,false,false,unknown,CLEAR,a93f9daf0beb969df48d133adfcb952c584de24d20e26193fb576c46898bd984,false,self._auto_approve or self._approvals.is_approved(fingerprint),,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/apply_patch.py,3fb41d2041c013d6e1c9d41b46745e7fb05c6df68c459f7113e87595e6831816,94,conditional_edge,NONE,false,false,unknown,CLEAR,c4e03de3642785bb4a8095d219920313f591fe92a8a5c3590a80b51971d42613,false,not approved,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/apply_patch.py,3fb41d2041c013d6e1c9d41b46745e7fb05c6df68c459f7113e87595e6831816,108,instructions,NONE,false,false,unknown,CLEAR,99143afc77132158f5b9966a40dba43cab49a20db5fb3af0bfe5513d65889afa,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/apply_patch.py,3fb41d2041c013d6e1c9d41b46745e7fb05c6df68c459f7113e87595e6831816,116,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,e45e9e4d0f48e059e93c8e43e5f7139598dd4b8745f8055090aead5687ddd914,false,"Name(id='tool', ctx=Load())",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/tools/apply_patch.py,3fb41d2041c013d6e1c9d41b46745e7fb05c6df68c459f7113e87595e6831816,131,conditional_edge,NONE,false,false,unknown,CLEAR,58c1ea01086dbe0c45014812a54aecda73589cb8058148f45762fcd145c6a083,false,not notes_path.exists(),,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/apply_patch.py,3fb41d2041c013d6e1c9d41b46745e7fb05c6df68c459f7113e87595e6831816,150,conditional_edge,NONE,false,false,unknown,CLEAR,6580c79b3b2abd98a4ac9e4a5b136458560ae696ddd02ed7df781015b72e26a7,false,not notes_path.exists(),,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/apply_patch.py,3fb41d2041c013d6e1c9d41b46745e7fb05c6df68c459f7113e87595e6831816,156,conditional_edge,NONE,false,false,unknown,CLEAR,fe154bcebf29bc03538ca01ac5148c6f25b21a39508f19248e3c46cc1bf59809,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/code_interpreter.py,df232967a3e7f4d7381635315dc5592563cbfed39c7d7fbd85b3b85d8d347531,15,instructions,NONE,false,false,unknown,CLEAR,c4c32d6459340a05be4a9064a941821359ace03e7b3655dca052cc2947b2a5a1,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/code_interpreter.py,df232967a3e7f4d7381635315dc5592563cbfed39c7d7fbd85b3b85d8d347531,25,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,31f832eb30e47bbc6bd214ff1d1db19c1d6d000eecbaf753414c5427ef172dcc,false,"Call(func=Name(id='CodeInterpreterTool', ctx=Load()), keywords=[keyword(arg='tool_config', value=Dict(keys=[Constant(value='type'), Constant(value='container')]",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/tools/code_interpreter.py,df232967a3e7f4d7381635315dc5592563cbfed39c7d7fbd85b3b85d8d347531,57,conditional_edge,NONE,false,false,unknown,CLEAR,e8f84d8ddcaa44cd5d550ecda806b1971bc88484a4e505084e9434fa7ac5c840,false,not saw_code_interpreter_call,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/code_interpreter.py,df232967a3e7f4d7381635315dc5592563cbfed39c7d7fbd85b3b85d8d347531,62,conditional_edge,NONE,false,false,unknown,CLEAR,a1e4daad3a40c405bd4654007f3b475872fa87c83a9aba75bc271f4ba1c361d5,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/codex.py,5de9c60a393c8c00d07cfd562b5011ccfe1427234f5396746971804d718e91e2,73,conditional_edge,NONE,false,false,unknown,CLEAR,8a1341f9cc0a4d377a32e35cd45c56cf7a15865ffac3c5882bc2bd7534a8e0fd,false,"isinstance(item, McpToolCallItem)",,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/codex.py,5de9c60a393c8c00d07cfd562b5011ccfe1427234f5396746971804d718e91e2,107,instructions,NONE,false,false,unknown,CLEAR,73e92eef801b0dd6a29e57e219c1178c665e261162a6d031cc2036bdf2ecfe2e,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/codex.py,5de9c60a393c8c00d07cfd562b5011ccfe1427234f5396746971804d718e91e2,118,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,50e51762239a18c9ece7b9126236281c5c4ec730f533547944509e04bac6b25b,false,"Call(func=Name(id='codex_tool', ctx=Load()), keywords=[keyword(arg='sandbox_mode', value=Constant(value='read-only')), keyword(arg='default_thread_options', val",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/tools/codex.py,5de9c60a393c8c00d07cfd562b5011ccfe1427234f5396746971804d718e91e2,166,conditional_edge,NONE,false,false,unknown,CLEAR,e00d4038c5b65a4614f208329e9965b56b52cd8f45ae9c59f6457a1195098b2a,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/codex_same_thread.py,5b22e4d96ca943c46345fbc5497e09b91211612dfb949c1830b7d231af039b52,63,instructions,NONE,false,false,unknown,CLEAR,c7364bca66bbbc44d4fd31b3c551dde07c714baaefc22f7b0f8936ac7c3d0c06,false,Agent,,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
OpenAI Agents SDK,examples/tools/codex_same_thread.py,5b22e4d96ca943c46345fbc5497e09b91211612dfb949c1830b7d231af039b52,70,tool,OPENAI_GENERIC_FUNCTION_TOOL_V10_1,false,false,unknown,CLEAR,e170f22792db52cf4a56ce9ed42215db4e6ff67485c47e8210ec1bc8b8a4ea3b,false,"Call(func=Name(id='codex_tool', ctx=Load()), keywords=[keyword(arg='name', value=Constant(value='codex_engineer')), keyword(arg='sandbox_mode', value=Constant(v",,DETAIL_IS_NOT_A_CALLABLE_IDENTIFIER,frozen corpus row resolves to a locally parseable @tool/@function_tool callable with one str argument; generic action name and argument-name adaptation only
OpenAI Agents SDK,examples/tools/codex_same_thread.py,5b22e4d96ca943c46345fbc5497e09b91211612dfb949c1830b7d231af039b52,131,conditional_edge,NONE,false,false,unknown,CLEAR,5c71d617385c9ed921d9d5d7ad2a3cce457a001b270a1a2ee6ff081279d54f17,false,__name__ == '__main__',,NO_FROZEN_ADAPTER_OR_SOURCE,NO_FROZEN_ADAPTER
