framework,pinned_commit,source_path,source_line,source_sha256,action_family,source_detail,original_v6_disposition,eligibility_interpretation,local_deterministic_adapter,external_network_or_credentials,native_projection_well_defined,canonical_projection_well_defined,deterministic_score
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2588,1f5a991b22be7fcfbec8d52b581064beb32a5b496b4401b6c788a565fc7dc02f,tool,"Name(id='slow_tool', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,1c222e39accddc449e4a636c60e520a3e1a00950b17dd2cbcb65baf55e6fe65c
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,164,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,get_weather,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,1d9e41277ec98739f17087756d71ec8f134d5a88f4dff5b3551afbbd148ec509
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/basic/lifecycle_example.py,116,47faff578b13d697b1fc9b2706292cb156b24ced2bfe7f29302fd3d71b981b5b,tool,random_number,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,1decaadd91606de74e5dc923e1b8012d4d281fd457579540b1f7484cfebbe60a
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/streamed/my_workflow.py,38,8147d48384364ea8d555384545ef89d0fe4ce88cc7c7bd3ea69ca78052d35fe3,tool,"Name(id='get_weather', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,1f01fdb8760656ae4a0ba8efecf919c0701f3065324e28b7e977162c7810e17e
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/sandbox_agents_as_tools.py,190,7faa28a264219ab9694252e88c10f4bb0c2dc9842ebbae13e3e045ce59735c28,tool,"Name(id='get_discount_approval_rule', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,1fa17ecf7c021bbdecfb6a30be05621c9590e1f6af8dc6e623c62e9c6cc095bb
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/hosted_mcp/simple.py,17,0d0c1c255bc4f37dff0a9470dbbab90947e1863eece599989d8616806f39a93d,tool,"Call(func=Name(id='HostedMCPTool', ctx=Load()), keywords=[keyword(arg='tool_config', value=Dict(keys=[Constant(value='type'), Constant(value='server_label'), Co",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,23481e4ab48f1af1ea81ba44169d4f48d754168e32e72bac9fa469b74d34a6d2
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools_future_annotations.py,111,9d5da915e76a79b66fd1b95382db94487a78195c7c684248f0585a5721216306,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,2444ebf2db7545a3a050a721826d055e9e5715a764208ac613b8c2cd2631851b
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/agent_patterns/agents_as_tools_streaming.py,17,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,tool,billing_status_checker,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,24da9c72700c040bf7e514152367c0ac5281af8477e1f7a6026c1e3c7ea3bf7a
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/local_shell_skill.py,29,8b100b261f9fa6b18cfb0572d138217d01545f213d305a8eae11e804bd50d1ec,tool,"Call(func=Name(id='ShellTool', ctx=Load()), keywords=[keyword(arg='environment', value=Dict(keys=[Constant(value='type'), Constant(value='skills')], values=[Con",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,258838dadc113b5f1e615ccc2b7b5912e48a8a23ed33f22c551c9d80a74c92d4
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,148,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,2588bbeb1ea4e46ead75b47e14d34be2245bb406bf4316fd1ca0f68f0e28dbc2
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/basic/tool_guardrails.py,20,4d70ca04e73201a94615eadefb5af89083214bf444ce559bdac8202b8cc5b7b9,tool,send_email,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,25a956b1436015eaf9fb1a1b35305bfb8f6734cd2656e1f8bcd9792e2a5fb0f0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/programmatic_tool_calling.py,101,f1beed8d0c4b6cc065e5d7da18185dcfd8dd9652edcd0655ccdc023e0d2ad980,tool,"Call(func=Name(id='ProgrammaticToolCallingTool', ctx=Load()))",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,25bedc0961b099e346d4f7421fa02bac9a17fba254bf8a7ce41185a801350d82
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,740,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,27f3e6582ed6aa82656ee05685480ee28acd23dd7435ac6141d5651fe70731b6
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/agent_patterns/agents_as_tools_streaming.py,39,25f9d5672f55268b3c71651eba8995803435b709371b7e896181d4dab4c74371,tool,"Name(id='billing_status_checker', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,285ee8a6afac5ca5dea06ae0cea4d9bc10bc92454db299e9439ff441197a549f
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,607,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,"Name(id='safe_a', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,293fdfbd27bbecd4eb92c99d6476f1cdc4e5bc7d27c4e1541f4ce8e196f41d5a
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,129,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,search,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,2949802a71779c53d69e78167f402ef7620502c06ad45e0726883e5d99841e49
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/tool_search.py,54,c06389cc75b499c40ec7c433ce556d91321934079a6d45edb9f9ad2dff8f20bc,tool,list_open_orders,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,29f93ec814961017183e753e9754846f9b7977da703a60d5270f77ee45d89cea
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,114,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,2a3acccc561b67110120d67e818790ab5508142782cf2a4c0145e3a50f919855
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/mcp/sse_example/server.py,26,e4a29d82db515a1d780b5720b27f2dda951f79687256473d24046a8fe36f1c89,tool,mcp.tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,2bddc41379a54201b6899a460908df6001b2c915fed2f76adde4b74293761135
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,888,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,2bf3524373e87a6b751d4a16d78037d368c9ede2f15c96c68004204d70fd35ab
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/runloop/capabilities.py,559,ebc73fad9b1edbbf7d1491a99ae3f05d4199178d56ab4d29809cee7aea8fba77,tool,"Name(id='tools', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,2cf3a4cbd5d0bc671ea13628a95dca4c65ca2c92a3ce2cadd1c574ea1e9df1a1
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,1511,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,echo,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,2d1f5e5664b7756f45129b592ff3d01b5073a4d2a00de69847bf61d3a5ef534f
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/customer_service/main.py,139,f9f1ff5b37efbb41c17f769934615c3c3c4e107a5d44eb6d09282b2b924ffb7f,handoff,handoff,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,2d38b70dc33cc3484a55595905f4f42ad7f279d6560f07337895aefbda0062a4
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/basic/agent_lifecycle_example.py,66,02fbe5380aecb3ad1295f8fda54f3d76731e82fa11a529cee491c67cd435d57a,tool,random_number,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,2d5cb542704205aca46f4caa8e7bab6d16249f3d5e7211d00b1e24f694219d85
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_agent.py,1478,adfc564bc5cfde252f5145424085bf6f0e3518b36923536792cd15b547038ff7,tool,lookup,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,2e20eca4f354ffedd0315a4ab90eb9b22c02d69fa1eb6857d4d0fb15f5e4a7a6
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,670,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,"Name(id='second_tool', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,2f5e8d55441531e12a279c39454aa1c4c14ccbeeb17a42c4cfdcc573d9102614
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,777,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,2fe4eecb1ffc776f89bed4c5b36ee0059652c2c535ed6b079e4ef4f2baf09d0d
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/mcp/streamablehttp_example/server.py,22,6b890151e410ca4e30d639927210696173885518c38e22ed0e2d66c12b45148a,tool,get_secret_word,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,30f688609ecbfdc554c5969e5333f3170daa1b4be0a40e5790809f1744628ada
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/basic/stream_items.py,22,9eaf0e0f4ad71b5b80b75d9396d0e4e01c7b9616e24ed9aa9f7c200f3428ae06,tool,"Name(id='how_many_jokes', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3173689b3ee2d9401e3885eba78f229697faa6f06fe8acefccecca865c58fb0d
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1110,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,"Name(id='second_streamed_tool', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,319842178bccb894ff383b6440bf90ea431e8edc8216032e6b000b55c411e322
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/healthcare_support/tools.py,54,ee699e45f308f542614616c5d40e70c6b58da77f4d9c0dc5e0a26bed69cfe07a,tool,lookup_insurance_eligibility,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,31d964a7d9ee2b65aa7e86a6628efcaec7ccc6c28d0e85f202f2b31422e4a586
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_loop.py,1610,42b9b467122678dcde45914b4b92701cdfe493e5af1656936b25bb3b730c81e2,tool,"Name(id='run_nested', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,32170b00e47e94396e79ec15854d6dd9131a17ca1c0f0ed80f706afc003d7507
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/apply_patch.py,116,3fb41d2041c013d6e1c9d41b46745e7fb05c6df68c459f7113e87595e6831816,tool,"Name(id='tool', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3258701ae6ef165db88ce6a64dc165a052559274c7c477a9155b31adc173e007
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2641,1f5a991b22be7fcfbec8d52b581064beb32a5b496b4401b6c788a565fc7dc02f,tool,"Name(id='sample_tool_function', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,335e462485eea4b73fdd8439e84a90effe8324281883354e17108edc6401ef83
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/streamed/my_workflow.py,15,8147d48384364ea8d555384545ef89d0fe4ce88cc7c7bd3ea69ca78052d35fe3,tool,get_weather,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,33a3ddd091ee9aa6bd39efdfee9d1e851fdac8e945b1e1cf92b1f4280519c4b3
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,895,1f5a991b22be7fcfbec8d52b581064beb32a5b496b4401b6c788a565fc7dc02f,tool,"Name(id='sample_tool_function', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,33d61174dfd9e6338f0c44ac9aae1a349548f09cb5901812b0b6344588329913
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2588,1f5a991b22be7fcfbec8d52b581064beb32a5b496b4401b6c788a565fc7dc02f,tool,"Name(id='sample_tool_function', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3474eca71ba38ffe1f970e7e1f8e9f09967400531710632de2a199835afb64d3
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/streamed/my_workflow.py,37,8147d48384364ea8d555384545ef89d0fe4ce88cc7c7bd3ea69ca78052d35fe3,handoff,"Name(id='spanish_agent', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,35474a30b2b2b90112fccd51676003d906bf688217c778a27de22248963ff862
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,1403,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,make,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,359c612051bac21d1c107a13131368efc17fde4c89a0962827faea1df974da17
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/agent_patterns/human_in_the_loop_custom_rejection.py,33,5f656cc6c7ecc319fba20e0d6f5cfdb617b97ed680429166112795599a6123ca,tool,publish_announcement,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,361c4ef307009650ccc5a38e10d1fda510111363ea41a9e17052d2d7bce44adc
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,705,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,37c0bcad31e3fff37e2929448cd3ec0a662cc444d234cf371d2d6efd52771f0d
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,482,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,multiply,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,387572e047bec95467c704261e9a5e86d05b6d1636764e3d631386702f6819f1
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/basic/agent_lifecycle_example.py,95,02fbe5380aecb3ad1295f8fda54f3d76731e82fa11a529cee491c67cd435d57a,tool,"Name(id='multiply_by_two', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,38912bf055b8fed14be73462d6c7c5636f894eac963dee5f1e21e1e73f3ea0ad
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,156,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,"Name(id='reasoning_tool', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3a239907f7cc2e2d4eb140190eb33d6aca02043b71780e72599121fd2e862b0f
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/tool_search.py,106,c06389cc75b499c40ec7c433ce556d91321934079a6d45edb9f9ad2dff8f20bc,tool,"Call(func=Name(id='ToolSearchTool', ctx=Load()))",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3b090516dc2801430bd76184b2b1256f5ced7cc2fcfe401eb85c06e1af2891ed
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_tools.py,666,296f5cc283614a27894e7b327ed40c7eff83c061bf0f4e4a24a378df8df2f44f,tool,telemetry_test_tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3c1d6d0bacdaf5ed292460eedbc08a0bf5df511c8a820cacd73f161c7fc918f0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/agent_patterns/human_in_the_loop.py,24,6ac502e8895fd581a529a8a588bbab8bef84cac79477b920968360a817323ae6,tool,get_weather,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3c59570dc15ae5ffd897e15a4097155d9cf5104e71bf3fc6613ee7f3fd044f66
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_loop.py,1577,42b9b467122678dcde45914b4b92701cdfe493e5af1656936b25bb3b730c81e2,tool,"Name(id='run_inner', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3ccf6487ca3adb0d50a6fc6c5c316d39d4c9e221a1b0b15c3494c86ca7421bab
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/financial_research_agent/agents/search_agent.py,24,2a7cb49367e7ce0df4a83c1c4070da851b5c6032d6e2401054b4c97023ee2bc9,tool,"Call(func=Name(id='WebSearchTool', ctx=Load()))",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3cdddd44ac5c7cce58dff85e6b0b3084e404aa63947850d2c4741db56da3bca0
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/realtime/twilio_sip/agents.py,18,3d2a0dc34f92b5ae3fd194943c8eb8cceffe3b129ce045c53e1e6ed66060a875,tool,faq_lookup_tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3cf2e0ca2246493744f3e14c3cc2d57dd7fe5ba9f8f610529ca45fdfafe3c169
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,2541,1f5a991b22be7fcfbec8d52b581064beb32a5b496b4401b6c788a565fc7dc02f,tool,"Name(id='failing_tool', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3d223f57a434bda7d72bdf813cd7f5705d299f7559725d5bda3d9830e6a9ba50
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/mcp/streamablehttp_custom_client_example/server.py,14,99ffc8e36edb28f00bbaf853e6c7bd5365a222b12cfa748715312af74fca212c,tool,add,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3d771ecf457ee9785473a3b230817aac0cc131ba77832cca0f3783ead641ae7d
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/agent_patterns/human_in_the_loop.py,41,6ac502e8895fd581a529a8a588bbab8bef84cac79477b920968360a817323ae6,tool,tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3dd4e922ac360e67f8f8237ac9d582ed62fc8a18e3d55f760d0b202713c5e5d9
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/basic/stream_ws.py,186,f9071975a51934789c76aa2f5cdfb765404e61f5fbc709423eb5e987f4e16cce,agents_as_tools,policy_agent.as_tool,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3eef8dd8be3ec0103c092e92f1dc7bb63b3c9214543989c5c122a9fb52d5fd16
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/agent_patterns/human_in_the_loop_stream.py,75,c7471edb486085de7679e9799685b28f8093f74566cd46d017c38964f2f6da17,tool,"Name(id='get_weather', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3f119f8371ed5880c1970ffe158575ca527f33474cb3fe1068670e7f71c080de
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/static/main.py,35,1eae3423a15bd576e372351b8b8cee39ffae30e8d348f60599749329570893f2,tool,get_weather,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,3f32018193a541dee063a08bdb0807b28363b11221befe63ef8ce4383f060171
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,59,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,"Name(id='guarded_tool', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,407508df6d60cbc5911817d88f375759e69d1ba8792a018991d1702d6966ed41
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/realtime/twilio/twilio_handler.py,30,3a0be06f022766b7ebe80f61d436df6f08e0356e7c3c4db21a8a838e358c6f2c,tool,get_current_time,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,40ee423c4377c9b35f80e8a22282feab6942f0ea121a855954ee97f67de062e6
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,813,ed123abb4754f04bbb2e7ee7a9788bf10e678e60a1f9c277fd6768df8c05daa3,tool,"Name(id='old_guarded_tool', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,41849b7fe791efa3ef06a6b9c969d821495f250ef69b2235acf8476fab09c656
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/model_providers/any_llm_auto.py,24,a07c3b1c0b15d7cb484a5a9ad891e67dfd361982cf2736ccad99d9fe4667d9c5,tool,get_weather,MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,4284db79fa06cd2f45ef8cb6cd6487831a0a0248ceea5d7509b116821dd77fcf
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/model_providers/custom_example_agent.py,53,d2279b417e313c29005773c86d7a9ab28e7387efe277f958747236d744b8d8cf,tool,"Name(id='get_weather', ctx=Load())",MEDIATED,FULLY_MEDIATED equivalent in frozen V6 schema,ACTION_BOUNDARY_LOCAL_ADAPTER,False,True,True,434e9b18494ed3088a6558e8a2fa7f16311ff76e0c8f2ccd3f6c2ad64562725b
