framework,pinned_commit,relative_path,line,behavior_kind,detail,ir_v1_disposition,semantic_bucket,exact_lowering_feasibility,required_ir_primitive,classification_basis,source_excerpt
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/run_examples.py,348,conditional_edge,relpath != REDIS_SESSION_EXAMPLE,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if relpath != REDIS_SESSION_EXAMPLE:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/run_examples.py,527,fanout_fanin,shlex.join,UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,"FORK/JOIN/PARALLEL_GROUP with a public maximum width, ordering, cancellation, and reducer semantics",The frozen substring detector matched a non-Agent join/fork name rather than a fan-out/fan-in control primitive.,return shlex.join(cmd)
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/run_examples.py,746,loop,For,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"public-bounded LOOP with an explicit counter, break/continue, and failure semantics",No public literal iteration bound is established by the source-local syntax.,for example in examples:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/run_examples.py,757,fanout_fanin,join,UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,"FORK/JOIN/PARALLEL_GROUP with a public maximum width, ordering, cancellation, and reducer semantics",The frozen substring detector matched a non-Agent join/fork name rather than a fan-out/fan-in control primitive.,"tag_label = f"" [tags: {', '.join(sorted(example.tags))}]"" if args.verbose else """""
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/run_examples.py,760,fanout_fanin,join,UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,"FORK/JOIN/PARALLEL_GROUP with a public maximum width, ordering, cancellation, and reducer semantics",The frozen substring detector matched a non-Agent join/fork name rather than a fan-out/fan-in control primitive.,"reason_label = f"" (skipped: {', '.join(sorted(reasons))})"" if reasons else """""
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/run_examples.py,762,fanout_fanin,join,UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,"FORK/JOIN/PARALLEL_GROUP with a public maximum width, ordering, cancellation, and reducer semantics",The frozen substring detector matched a non-Agent join/fork name rather than a fan-out/fan-in control primitive.,"safe_write_main(f""SKIPPED {relpath} reasons={','.join(sorted(reasons))}"")"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/run_examples.py,765,fanout_fanin,join,UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,"FORK/JOIN/PARALLEL_GROUP with a public maximum width, ordering, cancellation, and reducer semantics",The frozen substring detector matched a non-Agent join/fork name rather than a fan-out/fan-in control primitive.,"ExampleResult(script=example, status=""skipped"", reason="","".join(reasons))"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/run_examples.py,772,conditional_edge,args.dry_run,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if args.dry_run:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/run_examples.py,782,conditional_edge,run_list and (not auto_mode) and (interactive_in_run_list or interactive_requested),UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if run_list and (not auto_mode) and (interactive_in_run_list or interactive_requested):
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/run_examples.py,783,conditional_edge,jobs != 1,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if jobs != 1:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/run_examples.py,792,conditional_edge,run_list,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if run_list:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/run_examples.py,795,loop,For,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"public-bounded LOOP with an explicit counter, break/continue, and failure semantics",No public literal iteration bound is established by the source-local syntax.,for future in as_completed(future_map):
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/run_examples.py,799,loop,For,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"public-bounded LOOP with an explicit counter, break/continue, and failure semantics",No public literal iteration bound is established by the source-local syntax.,for ex in run_list:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/basic.py,169,state_memory,_create_session,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.","client, sandbox = await _create_session("
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/basic.py,224,conditional_edge,__name__ == '__main__',UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Module-entry boilerplate was lexically counted because its body invokes Agent control.,"if __name__ == ""__main__"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docker/docker_runner.py,43,fanout_fanin,join,UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,"FORK/JOIN/PARALLEL_GROUP with a public maximum width, ordering, cancellation, and reducer semantics",The frozen substring detector matched a non-Agent join/fork name rather than a fan-out/fan-in control primitive.,"return ""; "".join(command for command in commands if isinstance(command, str))"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docker/docker_runner.py,58,conditional_edge,len(output_text) > MAX_STREAM_TOOL_OUTPUT_CHARS,UNSUPPORTED,ARBITRARY_CALLBACK_OR_RUNTIME,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Source predicate invokes or embeds arbitrary runtime computation.,if len(output_text) > MAX_STREAM_TOOL_OUTPUT_CHARS:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docker/docker_runner.py,140,conditional_edge,event.name == 'tool_called' and event.item.type == 'tool_call_item',UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.","if event.name == ""tool_called"" and event.item.type == ""tool_call_item"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docker/docker_runner.py,145,conditional_edge,event.name == 'tool_output' and event.item.type == 'tool_call_output_item',UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.","elif event.name == ""tool_output"" and event.item.type == ""tool_call_output_item"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docker/docker_runner.py,160,conditional_edge,__name__ == '__main__',UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Module-entry boilerplate was lexically counted because its body invokes Agent control.,"if __name__ == ""__main__"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docker/mounts/azure_mount_read_write.py,54,conditional_edge,__name__ == '__main__',UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Module-entry boilerplate was lexically counted because its body invokes Agent control.,"if __name__ == ""__main__"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docker/mounts/gcs_mount_read_write.py,62,conditional_edge,__name__ == '__main__',UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Module-entry boilerplate was lexically counted because its body invokes Agent control.,"if __name__ == ""__main__"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docker/mounts/mount_smoke.py,150,loop,For,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"public-bounded LOOP with an explicit counter, break/continue, and failure semantics",No public literal iteration bound is established by the source-local syntax.,for mount_case in mount_cases:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docker/mounts/s3_mount_read_write.py,51,conditional_edge,__name__ == '__main__',UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Module-entry boilerplate was lexically counted because its body invokes Agent control.,"if __name__ == ""__main__"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,72,state_memory,session.read,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.",handle = await session.read(path)
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,122,loop,For,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"public-bounded LOOP with an explicit counter, break/continue, and failure semantics",No public literal iteration bound is established by the source-local syntax.,for item in tool_calls:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,123,conditional_edge,_tool_call_name(item) != 'exec_command',UNSUPPORTED,ARBITRARY_CALLBACK_OR_RUNTIME,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Source predicate invokes or embeds arbitrary runtime computation.,"if _tool_call_name(item) != ""exec_command"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,141,loop,For,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"public-bounded LOOP with an explicit counter, break/continue, and failure semantics",No public literal iteration bound is established by the source-local syntax.,for item in tool_calls:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,150,loop,For,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"public-bounded LOOP with an explicit counter, break/continue, and failure semantics",No public literal iteration bound is established by the source-local syntax.,for item in new_items:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,151,conditional_edge,"not isinstance(item, ToolCallOutputItem)",UNSUPPORTED,ARBITRARY_CALLBACK_OR_RUNTIME,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Source predicate invokes or embeds arbitrary runtime computation.,"if not isinstance(item, ToolCallOutputItem):"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,165,loop,For,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"public-bounded LOOP with an explicit counter, break/continue, and failure semantics",No public literal iteration bound is established by the source-local syntax.,for item in new_items:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,166,conditional_edge,"isinstance(item, ToolCallItem)",UNSUPPORTED,ARBITRARY_CALLBACK_OR_RUNTIME,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Source predicate invokes or embeds arbitrary runtime computation.,"if isinstance(item, ToolCallItem):"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,167,conditional_edge,_tool_call_name(item) != 'exec_command',UNSUPPORTED,ARBITRARY_CALLBACK_OR_RUNTIME,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Source predicate invokes or embeds arbitrary runtime computation.,"if _tool_call_name(item) != ""exec_command"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,180,conditional_edge,"awaiting_target_output and isinstance(item, ToolCallOutputItem)",UNSUPPORTED,ARBITRARY_CALLBACK_OR_RUNTIME,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Source predicate invokes or embeds arbitrary runtime computation.,"if awaiting_target_output and isinstance(item, ToolCallOutputItem):"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,210,conditional_edge,'load_skill' not in tool_names,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.","if ""load_skill"" not in tool_names:"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,212,conditional_edge,'apply_patch' not in tool_names,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.","if ""apply_patch"" not in tool_names:"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,214,conditional_edge,not _saw_target_test_command(tool_calls),UNSUPPORTED,ARBITRARY_CALLBACK_OR_RUNTIME,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Source predicate invokes or embeds arbitrary runtime computation.,if not _saw_target_test_command(tool_calls):
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,217,fanout_fanin,join,UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,"FORK/JOIN/PARALLEL_GROUP with a public maximum width, ordering, cancellation, and reducer semantics",The frozen substring detector matched a non-Agent join/fork name rather than a fan-out/fan-in control primitive.,"+ ""\n"".join(_tool_call_debug_lines(tool_calls))"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,220,conditional_edge,not _saw_target_test_success(result.new_items),UNSUPPORTED,ARBITRARY_CALLBACK_OR_RUNTIME,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Source predicate invokes or embeds arbitrary runtime computation.,if not _saw_target_test_success(result.new_items):
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,224,fanout_fanin,join,UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,"FORK/JOIN/PARALLEL_GROUP with a public maximum width, ordering, cancellation, and reducer semantics",The frozen substring detector matched a non-Agent join/fork name rather than a fan-out/fan-in control primitive.,"+ ""\n"".join(_tool_call_debug_lines(tool_calls))"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,226,fanout_fanin,join,UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,"FORK/JOIN/PARALLEL_GROUP with a public maximum width, ordering, cancellation, and reducer semantics",The frozen substring detector matched a non-Agent join/fork name rather than a fan-out/fan-in control primitive.,"+ ""\n"".join(_tool_output_debug_lines(result.new_items))"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,236,conditional_edge,verification.exit_code != 0 or '2 passed' not in verification_text,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.","if verification.exit_code != 0 or ""2 passed"" not in verification_text:"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,243,fanout_fanin,join,UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,"FORK/JOIN/PARALLEL_GROUP with a public maximum width, ordering, cancellation, and reducer semantics",The frozen substring detector matched a non-Agent join/fork name rather than a fan-out/fan-in control primitive.,"print(""tool_calls:"", "", "".join(tool_names))"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/docs/coding_task.py,252,conditional_edge,__name__ == '__main__',UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Module-entry boilerplate was lexically counted because its body invokes Agent control.,"if __name__ == ""__main__"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/blaxel_runner.py,213,conditional_edge,event.name == 'tool_called',UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.","if event.name == ""tool_called"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/blaxel_runner.py,216,conditional_edge,call_id is not None and t_name,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if call_id is not None and t_name:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/blaxel_runner.py,220,conditional_edge,event.name == 'tool_output',UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.","elif event.name == ""tool_output"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/blaxel_runner.py,223,conditional_edge,output_tool_name,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if output_tool_name:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/blaxel_runner.py,310,conditional_edge,not stream,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if not stream:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/blaxel_runner.py,351,conditional_edge,demo == 'pty',UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.","if demo == ""pty"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/blaxel_runner.py,360,conditional_edge,demo == 'drive',UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.","if demo == ""drive"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/blaxel_runner.py,405,conditional_edge,not stream,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if not stream:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/blaxel_runner.py,423,conditional_edge,__name__ == '__main__',UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Module-entry boilerplate was lexically counted because its body invokes Agent control.,"if __name__ == ""__main__"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,140,state_memory,session.read,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"typed STATE_GET/SET/APPEND/CAS with session, version, transaction, and failure semantics","The surface API is structured, but exact nested/runtime semantics are not represented or proven bounded.",data = await session.read(path)
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,179,hitl_resume,client.resume,UNSUPPORTED,MIXED_OR_BOUND_NOT_PROVEN,PARTIAL_SUBSET,"HITL_WAIT/HITL_RESUME with durable continuation, approval token, rejection, and cancellation semantics",Approval policy or continuation semantics are not source-locally fixed.,resumed_sandbox = await client.resume(sandbox.state)
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,181,hitl_resume,resumed_sandbox.start,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,"HITL_WAIT/HITL_RESUME with durable continuation, approval token, rejection, and cancellation semantics",Approval/resume operation or approval requirement is syntactically explicit.,await resumed_sandbox.start()
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,183,conditional_edge,restored_text != SNAPSHOT_CHECK_CONTENT,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if restored_text != SNAPSHOT_CHECK_CONTENT:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,189,hitl_resume,resumed_sandbox.aclose,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,"HITL_WAIT/HITL_RESUME with durable continuation, approval token, rejection, and cancellation semantics",Approval/resume operation or approval requirement is syntactically explicit.,await resumed_sandbox.aclose()
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,276,conditional_edge,event.name == 'tool_called',UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.","if event.name == ""tool_called"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,279,conditional_edge,call_id is not None and t_name,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if call_id is not None and t_name:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,283,conditional_edge,event.name == 'tool_output',UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.","elif event.name == ""tool_output"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,286,conditional_edge,output_tool_name,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if output_tool_name:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,320,conditional_edge,demo == 'pty',UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.","if demo == ""pty"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,325,conditional_edge,not skip_snapshot_check,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if not skip_snapshot_check:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,326,hitl_resume,_verify_stop_resume,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,"HITL_WAIT/HITL_RESUME with durable continuation, approval token, rejection, and cancellation semantics",Approval/resume operation or approval requirement is syntactically explicit.,"await _verify_stop_resume(worker_url=worker_url, api_key=api_key)"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,355,conditional_edge,not stream,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if not stream:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/cloudflare_runner.py,373,conditional_edge,__name__ == '__main__',UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Module-entry boilerplate was lexically counted because its body invokes Agent control.,"if __name__ == ""__main__"":"
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/daytona/daytona_runner.py,136,conditional_edge,not stream,UNSUPPORTED,STRUCTURED_BOUNDED_CANDIDATE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,"Source predicate contains no call, lambda, await, yield, or comprehension.",if not stream:
OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/sandbox/extensions/daytona/daytona_runner.py,158,conditional_edge,__name__ == '__main__',UNSUPPORTED,EXTRACTOR_FALSE_POSITIVE_OR_OUT_OF_SCOPE,PARTIAL_SUBSET,typed side-effect-free predicate bytecode plus BRANCH,Module-entry boilerplate was lexically counted because its body invokes Agent control.,"if __name__ == ""__main__"":"
