corpus_version,framework,pinned_commit,relative_path,workflow_unit,agent_constructors,workflow_constructors,status,executable_behavior_instances,unresolved_behavior_instances,ignored_extractor_artifacts,unresolved_families,interpretation
IR-v1-frozen-membership,OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/image_generator.py,SOURCE_FILE,1,0,PARTIALLY_EXECUTABLE,4,4,1,conditional_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/local_shell_skill.py,SOURCE_FILE,2,0,FULLY_EXECUTABLE,8,0,1,,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/programmatic_tool_calling.py,SOURCE_FILE,1,0,PARTIALLY_EXECUTABLE,13,5,2,conditional_edge;dynamic_instructions;loop,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/shell.py,SOURCE_FILE,1,0,PARTIALLY_EXECUTABLE,4,1,1,hitl_resume,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/shell_human_in_the_loop.py,SOURCE_FILE,1,0,PARTIALLY_EXECUTABLE,4,9,1,conditional_edge;hitl_resume;loop;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/tool_search.py,SOURCE_FILE,2,0,PARTIALLY_EXECUTABLE,22,8,4,conditional_edge;loop,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/web_search.py,SOURCE_FILE,1,0,FULLY_EXECUTABLE,4,0,1,,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/tools/web_search_filters.py,SOURCE_FILE,1,0,PARTIALLY_EXECUTABLE,4,2,1,conditional_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/static/main.py,SOURCE_FILE,2,0,PARTIALLY_EXECUTABLE,9,2,1,dynamic_instructions,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,OpenAI Agents SDK,a40ae9803e6b7a79faa246293f56adb100d5868b,examples/voice/streamed/my_workflow.py,SOURCE_FILE,2,0,PARTIALLY_EXECUTABLE,9,2,0,dynamic_instructions,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agent_hooks.py,SOURCE_FILE,81,0,PARTIALLY_EXECUTABLE,280,288,9,agents_as_tools;conditional_edge;hitl_resume;loop;middleware;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_agents.py,SOURCE_FILE,102,0,PARTIALLY_EXECUTABLE,356,121,4,agents_as_tools;conditional_edge;loop;mcp_tool_boundary;middleware;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_as_tool_kwargs_propagation.py,SOURCE_FILE,9,0,PARTIALLY_EXECUTABLE,27,18,0,agents_as_tools;middleware,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_clients.py,SOURCE_FILE,3,0,PARTIALLY_EXECUTABLE,15,1,2,loop,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_function_invocation_logic.py,SOURCE_FILE,3,0,PARTIALLY_EXECUTABLE,264,62,2,conditional_edge;hitl_resume;loop;mcp_tool_boundary;middleware;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_file_access.py,SOURCE_FILE,6,0,PARTIALLY_EXECUTABLE,18,39,0,conditional_edge;loop;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_loop.py,SOURCE_FILE,48,0,PARTIALLY_EXECUTABLE,150,141,2,conditional_edge;loop;middleware;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_memory.py,SOURCE_FILE,9,0,PARTIALLY_EXECUTABLE,27,105,0,conditional_edge;loop;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_mode.py,SOURCE_FILE,5,0,PARTIALLY_EXECUTABLE,15,24,0,conditional_edge;loop;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_todo.py,SOURCE_FILE,3,0,PARTIALLY_EXECUTABLE,9,54,0,conditional_edge;loop;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,SOURCE_FILE,25,0,PARTIALLY_EXECUTABLE,180,61,0,conditional_edge;hitl_resume;middleware;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_context_result.py,SOURCE_FILE,2,0,PARTIALLY_EXECUTABLE,6,24,0,conditional_edge;middleware,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_agent.py,SOURCE_FILE,72,0,PARTIALLY_EXECUTABLE,247,167,2,conditional_edge;middleware;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_middleware_with_chat.py,SOURCE_FILE,4,0,PARTIALLY_EXECUTABLE,15,49,0,conditional_edge;middleware;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_observability.py,SOURCE_FILE,6,0,PARTIALLY_EXECUTABLE,39,19,0,conditional_edge;loop;mcp_tool_boundary;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_optional_dependencies.py,SOURCE_FILE,1,0,PARTIALLY_EXECUTABLE,3,9,0,mcp_tool_boundary,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_agent_executor.py,SOURCE_FILE,0,10,UNSUPPORTED,0,38,0,conditional_edge;hitl_resume;loop;state_memory;workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_agent_executor_tool_calls.py,SOURCE_FILE,7,8,PARTIALLY_EXECUTABLE,30,19,0,conditional_edge;loop;workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_checkpoint.py,SOURCE_FILE,0,5,UNSUPPORTED,0,38,0,hitl_resume;loop;state_memory;workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_checkpoint_validation.py,SOURCE_FILE,0,3,UNSUPPORTED,0,13,0,hitl_resume;state_memory;workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_executor.py,SOURCE_FILE,0,5,UNSUPPORTED,0,8,0,workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_full_conversation.py,SOURCE_FILE,0,7,UNSUPPORTED,0,20,0,conditional_edge;state_memory;workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_function_executor.py,SOURCE_FILE,0,2,UNSUPPORTED,0,3,0,workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_functional_workflow.py,SOURCE_FILE,11,0,PARTIALLY_EXECUTABLE,33,53,0,conditional_edge;loop;state_memory,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_output_designation.py,SOURCE_FILE,0,5,UNSUPPORTED,0,6,0,workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_output_executors_contract.py,SOURCE_FILE,0,15,UNSUPPORTED,0,25,0,workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_request_info_and_response.py,SOURCE_FILE,0,6,UNSUPPORTED,0,16,1,conditional_edge;workflow,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_request_info_event_rehydrate.py,SOURCE_FILE,0,6,UNSUPPORTED,0,21,0,conditional_edge;loop;state_memory;workflow,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_serialization.py,SOURCE_FILE,0,10,UNSUPPORTED,0,18,3,workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_strict_mode_event_labeling.py,SOURCE_FILE,0,5,UNSUPPORTED,0,10,0,workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_sub_workflow.py,SOURCE_FILE,0,10,UNSUPPORTED,0,43,1,conditional_edge;state_memory;workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_validation.py,SOURCE_FILE,0,36,UNSUPPORTED,0,75,3,workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_viz.py,SOURCE_FILE,0,17,UNSUPPORTED,0,36,4,workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow.py,SOURCE_FILE,0,47,UNSUPPORTED,0,128,7,conditional_edge;fanout_fanin;hitl_resume;loop;state_memory;workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent.py,SOURCE_FILE,16,47,PARTIALLY_EXECUTABLE,48,100,7,conditional_edge;loop;state_memory;workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_agent_intermediate.py,SOURCE_FILE,12,12,PARTIALLY_EXECUTABLE,36,19,9,workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_builder.py,SOURCE_FILE,0,19,UNSUPPORTED,0,36,4,conditional_edge;workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_context.py,SOURCE_FILE,0,6,UNSUPPORTED,0,11,0,state_memory;workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_kwargs.py,SOURCE_FILE,4,31,PARTIALLY_EXECUTABLE,12,65,1,conditional_edge;loop;state_memory;workflow,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_observability.py,SOURCE_FILE,0,4,UNSUPPORTED,0,8,3,state_memory;workflow,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_states.py,SOURCE_FILE,0,9,UNSUPPORTED,0,16,0,state_memory;workflow;workflow_edge,whole source-file workflow; all contained control behavior must close for FULL
IR-v1-frozen-membership,Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/workflow/test_workflow_status.py,SOURCE_FILE,0,3,UNSUPPORTED,0,7,0,conditional_edge;state_memory;workflow,whole source-file workflow; all contained control behavior must close for FULL
